證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,淨值報酬率─稅後,資產報酬率 ROA,營業利益率 OPM,利潤邊際 NPM,負債/淨值比,流動比率,速動比率,存貨週轉率 (次),應收帳款週轉次,營業利益成長率,稅後淨利成長率,Return,ReturnMean_year_Label,year
1905,華紙,200212,6645,8.54,0.61947155517778,0.70057,0.77636,0.04483,0.063014,0.091023,0.073761,0.40562,471.56,331.12,5.92,7.18,232.84,284.96,52.3419,1,2002
1907,永豐餘,200212,12076,5.61,0.009802252263062,0.45573,0.32334,0.020574,0.042312,0.060776,0.030179,1.0566,125.22,88.85,5.97,3.67,74.47,66.73,59.5365,1,2002
2002,中鋼,200212,179799,7.73,0.387245431483135,0.51844,0.60202,0.078066,0.1242,0.19853,0.14458,0.59097,163.38,90.89,4.45,41.18,191.69,126.97,56.1449,1,2002
2006,東鋼,200212,7231,5.93,0.343287890241345,0.38432,0.22677,0.013314,0.031442,0.046513,0.01855,1.3615,90.47,47.9,7.12,8.14,97.55,184.77,34.9073,1,2002
2014,中鴻,200212,7781,5.18,0.906364323265215,0.56489,0.25505,0.069425,0.18757,0.13038,0.084678,1.7018,46.59,8.34,6.55,37.14,375.7,178.84,105.4054,1,2002
2015,豐興,200212,11577,12.27,0.770954220673925,0.89172,0.4653,0.084166,0.1314,0.098234,0.068581,0.56118,122.38,65.16,7.05,18.01,296.8,407.62,23.2274,-1,2002
2023,燁輝,200212,18446,12.03,0.766831387216594,0.74259,0.45413,0.11259,0.17447,0.15637,0.10672,0.54955,120.44,80.11,9.97,10.94,171.77,403.09,30.0083,-1,2002
2029,盛餘,200212,12720,22.92,0.886543861760306,1.1313,0.53803,0.10652,0.15377,0.094442,0.073478,0.44366,128.17,58.87,9.38,15.77,275.8,189.76,8.2897,-1,2002
2102,泰豐,200212,6217,15.3,0.356868986182542,1.1095,0.91234,0.072344,0.15721,0.13622,0.12932,1.173,108.89,72.95,6.52,4.31,114.59,64.74,26.2745,-1,2002
2105,正新,200212,36776,14.93,0.575494859702814,0.81853,0.62469,0.095079,0.17479,0.15601,0.13338,0.83838,116.04,66.91,4.31,8.74,40.86,62.2,14.8024,-1,2002
2106,建大,200212,12211,18.01,0.693787614986897,1.1841,0.76378,0.070624,0.14681,0.11618,0.094662,1.0788,156.72,110.86,4.6,4.34,150.55,232.01,-11.9933,-1,2002
2201,裕隆,200212,72982,28.54,0.176855057625303,1.2512,1.2474,0.071528,0.12644,0.041699,0.13217,0.76775,162.24,137.15,9.02,2.61,-45.31,62.9,5.9215,-1,2002
2204,中華,200212,79730,43.88,0.734229691193313,1.5853,0.78694,0.097793,0.1493,0.063468,0.080613,0.52669,190.07,160.51,9.12,9.98,53.15,97.64,-0.75205,-1,2002
2207,和泰,200212,15511,18.57,0.295507250831597,0.85734,0.15949,0.042789,0.11608,0.024178,0.022291,1.713,107.53,97.99,39.46,6.27,107.99,42.69,44.8034,1,2002
2301,光寶科,200212,74659,22.82,0.571025872824379,1.0396,0.40728,0.056491,0.11477,0.062277,0.049143,1.0317,143.21,107.14,8.33,6.65,89.92,120.36,11.8755,-1,2002
2303,聯電,200212,326519,16.52,0.997003271606648,1.12,3.2266,0.021625,0.030294,0.0014883,0.093762,0.40086,380.56,317.95,8.88,7.12,101.75,291.31,43.7651,1,2002
2308,台達電,200212,56347,19.57,0.180616887753108,0.90143,0.55978,0.07767,0.14189,0.078242,0.088131,0.82681,188.73,162.62,10.65,4.9,52.16,19.93,18.7532,-1,2002
2311,日月光,200212,66397,10.38,0.957384022595723,0.81348,0.70373,0.00123,0.0026063,-0.015031,0.0028305,1.1189,110.83,88.35,13.05,5.65,-48.29,45.27,88.2466,1,2002
2312,金寶,200212,19286,10.29,0.984349416984452,0.74619,0.31182,0.053314,0.087399,0.052372,0.040739,0.63932,203.13,126.08,6.83,6.14,-2.67,-4.02,22.6433,-1,2002
2313,華通,200212,16008,17.74,0.244165286790279,0.97473,0.90326,-0.035544,-0.075413,-0.022054,-0.069903,1.1217,195.72,134.8,5.77,4.38,-125.76,-216.16,-2.7057,-1,2002
2314,台揚,200212,5966,12.32,0.660437966312602,1.2382,1.4243,-0.07702,-0.1442,-0.0050462,-0.16592,0.87225,304.02,231.45,2.7,5.25,-113.3,-190.76,1.1364,-1,2002
2315,神達,200212,13227,7.84,0.0825927269986994,0.48878,0.22522,0.024229,0.0518,0.0008872,0.02428,1.1379,101.66,54.56,3.21,4.19,-98.67,-40.06,15.5612,-1,2002
2316,楠梓電,200212,7232,14.52,0.61833738362194,0.93677,0.81436,0.038375,0.0699,0.070683,0.061774,0.82149,134.25,112.99,14.14,4.55,60.46,282.37,15.3581,-1,2002
2317,鴻海,200212,247787,31.46,0.224171498983127,0.93298,0.25198,0.12786,0.24252,0.074391,0.065509,0.89672,156.38,125.04,15.6,6.47,35.22,30.86,36.8722,1,2002
2319,大眾,200212,10125,10.87,0.623716412667443,1.434,0.31362,-0.062214,-0.16462,-0.029599,-0.039294,1.6461,153.61,123.2,14.24,4.88,-511.45,2.77,-2.8519,-1,2002
2323,中環,200212,36273,13.11,0.530051704765016,0.842,1.4438,-0.0025143,-0.0047808,0.07316,-0.00824,0.90147,133.53,104.41,5.82,3.85,-54.93,-106.23,88.4821,1,2002
2324,仁寶,200212,91715,16.92,0.370362686515198,0.9087,0.34637,0.081783,0.16438,0.073291,0.064612,1.0099,245.94,205.49,13.17,6.07,116.84,56.79,52.5414,1,2002
2325,矽品,200212,31859,8.6,0.98610424189597,0.60014,0.70434,0.0091962,0.016242,0.024516,0.019068,0.76617,216.78,174.89,14.56,5.48,7871.91,135.46,105.814,1,2002
2327,國巨,200212,20286,8.3,0.106941658550207,0.51393,1.2188,-0.073828,-0.12715,0.0038261,-0.30147,0.72218,101.19,66.0,1.95,4.02,-98.34,-236.79,67.8313,1,2002
2328,廣宇,200212,6469,12.86,0.972733885079784,0.85676,1.0008,0.021963,0.025498,0.040542,0.032886,0.16098,513.11,444.92,10.95,4.88,-10.66,3.84,15.9409,-1,2002
2329,華泰,200212,6641,18.77,0.360636571002203,2.5331,1.6336,-0.11708,-0.34598,-0.18701,-0.23341,1.955,47.16,32.87,14.73,8.44,11.15,-1.61,26.1588,-1,2002
2330,台積電,200212,793334,22.0,0.631188734269011,1.4455,2.6961,0.055334,0.07302,0.19463,0.13315,0.31963,257.43,212.61,10.46,9.64,147.22,48.59,62.0455,1,2002
2331,精英,200212,25456,33.08,0.534137567882728,1.2366,0.21079,0.098788,0.24682,0.058281,0.043076,1.4984,181.78,131.13,12.71,6.05,45.79,19.57,-25.2116,-1,2002
2332,友訊,200212,14973,15.69,0.602638218036397,0.80751,0.3839,0.046118,0.090361,0.032122,0.042969,0.95933,226.8,153.96,4.46,5.99,25.59,-8.14,65.8381,1,2002
2333,碧悠,200212,8159,29.46,0.311940057496269,2.8968,5.9636,-0.051139,-0.082302,-0.21681,-0.19273,0.60936,136.63,90.76,2.39,4.41,-385.27,-382.1,-14.9016,-1,2002
2336,D 致伸,200212,6808,13.38,0.835220510478131,1.0396,0.4738,0.012208,0.024558,0.014475,0.011289,1.0116,127.11,95.44,11.14,3.9,9.31,-26.57,8.5949,-1,2002
2337,旺宏,200212,39865,14.01,0.0216498146303065,1.69,3.1769,-0.17485,-0.37587,-0.40196,-0.70647,1.1497,126.63,66.82,2.76,6.29,-251.8,-1210.67,-28.6938,-1,2002
2338,光罩,200212,7478,10.14,0.431721171884247,0.75785,1.4403,0.080272,0.11194,0.2342,0.21285,0.39455,405.6,361.19,13.91,3.96,18.59,7.09,4.0434,-1,2002
2342,茂矽,200212,18559,31.3,0.676644678433539,8.1299,9.6012,-0.39344,-1.124,-0.86388,-1.3267,1.8569,43.32,20.29,8.89,8.04,21.05,25.88,-58.8179,-1,2002
2343,精業,200212,12387,12.52,0.308914593566815,0.7138,1.1119,0.044843,0.055346,0.042651,0.086173,0.23421,258.37,204.54,6.96,5.55,-10.46,-33.22,32.6677,1,2002
2344,華邦電,200212,66379,14.64,0.26532203619292,1.0238,1.9213,-0.054935,-0.068698,-0.07502,-0.12885,0.25053,206.06,142.59,4.94,9.03,80.7,59.92,9.3579,-1,2002
2345,智邦,200212,20200,26.95,0.616443485085685,1.1626,0.80907,0.065813,0.092087,0.058228,0.06408,0.39924,242.47,179.14,5.81,5.03,-27.94,-13.31,-13.9518,-1,2002
2347,聯強,200212,34655,19.24,0.451638770451973,0.72385,0.14807,0.075978,0.14083,0.023252,0.02906,0.8536,167.2,108.59,11.77,8.95,19.54,70.73,0.0,-1,2002
2349,錸德,200212,31459,14.08,0.535664190667238,0.497,1.5732,-0.034826,-0.06019,-0.10065,-0.20625,0.72831,175.66,137.17,3.77,2.07,-214.51,-261.81,39.9858,1,2002
2350,環電,200212,6781,6.34,0.552261616858355,0.50679,0.13409,0.014978,0.032832,0.025285,0.0086844,1.192,125.24,89.14,10.03,5.41,44.38,269.17,39.5899,1,2002
2352,佳世達,200212,65392,36.04,0.924580895239601,1.465,0.5483,0.090019,0.17181,0.067508,0.067079,0.90862,126.23,82.93,7.65,7.41,118.25,152.27,33.1299,1,2002
2353,宏碁,200212,64018,15.21,0.373563807642645,0.42785,0.26457,0.078762,0.12763,0.0016569,0.080558,0.62043,173.55,142.47,10.53,4.88,105.14,1453.22,86.3248,1,2002
2354,鴻準,200212,6833,12.33,0.749822209360636,0.75183,0.26921,0.051898,0.073593,0.0077493,0.026343,0.41804,288.76,269.09,46.12,4.87,-47.81,23.57,112.4088,1,2002
2355,敬鵬,200212,6981,12.43,0.833151985669295,0.55865,0.65872,0.058299,0.090273,0.17353,0.10646,0.54845,358.4,331.98,19.46,4.08,10.13,-17.86,-0.080451,-1,2002
2356,英業達,200212,36883,8.39,0.383306318625529,0.60273,0.18778,0.071069,0.12848,0.019068,0.041542,0.80788,176.62,131.5,14.53,7.01,752.25,-11.32,9.7735,-1,2002
2357,華碩,200212,121931,122.97,0.725775267469453,3.6995,2.1528,0.10656,0.15091,0.080483,0.087825,0.41619,266.5,204.89,7.85,5.93,-37.37,-38.06,41.7338,1,2002
2363,矽統,200212,28832,45.02,0.98914490970034,3.3773,3.107,-0.12711,-0.28844,-0.1103,-0.2653,1.2693,139.95,97.86,3.99,5.01,-244.34,-599.29,-13.9716,-1,2002
2365,昆盈,200212,6209,11.68,0.662653834287215,0.60612,0.30932,0.088373,0.12834,0.082695,0.065533,0.45223,224.43,168.67,8.08,9.7,47.89,33.09,26.0274,-1,2002
2371,大同,200212,28838,6.85,0.802091440555804,0.69756,0.35474,-0.046968,-0.1241,-0.015281,-0.06692,1.6422,86.85,61.77,5.78,3.1,81.65,51.99,25.5474,-1,2002
2374,佳能,200212,5788,13.9,0.281507695118553,1.0228,0.86282,0.01269,0.020354,-0.045386,0.017766,0.6039,136.32,105.96,11.48,5.58,-764.79,-88.59,21.7266,-1,2002
2376,技嘉,200212,26373,26.54,0.683838613746355,0.83961,0.48211,0.10576,0.16601,0.090208,0.095315,0.5697,223.8,192.37,8.48,9.29,-16.59,-16.16,34.4386,1,2002
2377,微星,200212,31671,26.1,0.0299919502693899,0.86884,0.23046,0.09601,0.20011,0.061014,0.053083,1.0843,182.24,126.63,8.01,8.8,-4.0,-12.91,4.8659,-1,2002
2379,瑞昱,200212,47505,74.35,0.723173479183095,2.3648,4.2853,0.16254,0.18716,0.33094,0.33913,0.15142,911.0,797.16,6.21,6.47,23.72,32.09,-18.7895,-1,2002
2381,華宇,200212,13823,19.88,0.583570618757714,1.3351,0.41024,0.013771,0.025214,0.0079294,0.0081311,0.83095,208.5,157.47,10.36,7.19,64.04,-26.46,11.5191,-1,2002
2382,廣達,200212,140324,26.34,0.0251349857102031,1.3446,0.45437,0.10874,0.22497,0.067505,0.076027,1.0688,149.16,110.86,9.1,5.18,-4.97,-9.07,66.9324,1,2002
2384,勝華,200212,12440,13.78,0.125654587362626,0.66155,0.72795,0.01187,0.022484,0.067183,0.024738,0.89408,191.97,112.45,2.6,5.21,183647.16,241.72,29.2453,-1,2002
2385,群光,200212,10181,12.81,0.269054731773365,0.858,0.18947,0.11991,0.27887,0.066628,0.065876,1.3256,116.08,59.17,6.23,6.57,6.03,26.55,104.7619,1,2002
2386,國電,200212,35091,95.89,0.24862895966197,3.3943,1.1921,0.10398,0.22805,0.093473,0.080091,1.1933,227.68,183.07,8.64,4.1,43.59,10.99,-6.6639,-1,2002
2387,精元,200212,5843,12.55,0.240904997120111,1.0162,0.74437,0.1103,0.14701,0.2045,0.1242,0.33284,256.76,203.43,6.92,5.27,570.59,281.41,14.4223,-1,2002
2388,威盛,200212,44694,77.87,0.383868601071971,3.7582,3.5901,0.011904,0.017873,0.056267,0.017384,0.50138,326.97,261.9,4.37,5.82,-76.04,-92.44,25.9278,-1,2002
2391,合勤,200212,20065,32.21,0.939661010161067,1.4634,1.3477,0.15419,0.19017,0.15818,0.17797,0.23332,389.93,307.96,5.58,8.69,102.07,129.35,13.9087,-1,2002
2392,正崴,200212,12231,25.37,0.782872072979123,0.77798,0.50138,0.080335,0.12595,0.10911,0.081168,0.56775,161.75,129.38,7.36,4.45,80.81,58.29,24.596,-1,2002
2393,億光,200212,7848,18.06,0.51015251976525,0.87204,1.0163,0.088278,0.11801,0.13324,0.13757,0.33679,234.19,161.49,4.12,4.06,472.97,967.99,90.9745,1,2002
2394,普立爾,200212,24534,35.43,0.885359450931142,1.8434,1.0421,0.080219,0.13683,0.10342,0.07878,0.70563,202.63,108.65,5.51,8.8,37.54,12.52,21.4225,-1,2002
2395,研華,200212,17844,28.47,0.336699264391476,1.5896,0.83319,0.13942,0.22208,0.16962,0.12649,0.59285,294.48,210.29,4.88,6.77,21.89,13.05,11.556,-1,2002
2396,精碟,200212,8372,13.9,0.557295155804762,0.62444,1.0435,-0.019642,-0.036392,0.032123,-0.060804,0.8528,117.85,93.36,6.75,2.04,-81.7,-139.05,89.7122,1,2002
2398,博達,200212,5829,16.65,0.715045013296177,0.57732,0.8847,0.0066056,0.013381,0.070421,0.023961,1.0257,295.07,247.57,5.27,1.98,-57.89,-84.67,-12.6126,-1,2002
2401,凌陽,200212,45171,49.56,0.660616824502904,2.5786,3.9459,0.14438,0.15916,0.20157,0.24418,0.10232,861.32,774.71,6.75,6.72,-0.82,-0.67,13.64,-1,2002
2402,毅嘉,200212,5893,19.49,0.451340580355743,1.1036,1.2367,0.083298,0.14001,0.22098,0.15689,0.68086,218.35,148.94,4.22,4.24,70.14,47.66,76.1416,1,2002
2403,友尚,200212,6588,14.79,0.41390074869019,0.50912,0.10451,0.044699,0.084416,0.030465,0.017953,0.88856,189.45,100.26,9.62,7.17,261.98,2140.28,16.3624,-1,2002
2408,南科,200212,64170,44.0,0.223770404697041,3.1723,4.4221,0.028215,0.054819,0.11333,0.076412,0.94289,161.19,79.83,3.73,9.33,133.76,124.33,6.1818,-1,2002
2409,友達,200212,81662,11.98,0.841560087468206,0.61816,0.63554,0.046625,0.077384,0.10192,0.079571,0.6597,197.7,155.73,7.25,7.95,222.62,189.75,109.5993,1,2002
2411,飛瑞,200212,12350,17.91,0.726104431664832,1.3257,1.2455,0.12205,0.16021,0.17006,0.15566,0.31272,353.0,312.54,8.69,4.21,18.56,8.96,61.2507,1,2002
2412,中華電,200212,496857,26.74,0.355073651878849,0.73806,1.4652,0.09279,0.12366,0.31471,0.24549,0.33268,45.94,27.27,61.03,10.22,15.41,15.98,3.6275,-1,2002
2416,世平,200212,8062,18.99,0.338955678247718,0.76851,0.11567,0.026685,0.082099,0.031042,0.012354,2.0766,162.17,83.76,6.32,6.35,55.55,136.45,17.5882,-1,2002
2418,雅新,200212,15075,14.65,0.527846830418798,0.76702,0.59553,0.085475,0.15019,0.15937,0.11661,0.75714,158.88,86.24,3.94,4.01,62.05,36.5,77.8157,1,2002
2422,國聯,200212,5676,17.7,0.366156800454938,1.25,2.0557,0.046138,0.08208,0.13216,0.13502,0.77899,247.26,150.33,1.99,3.59,229.08,191.74,1.0734,-1,2002
2430,燦坤,200212,9892,19.96,0.829643385697585,0.81337,0.16299,0.045706,0.11002,0.064459,0.032766,1.4071,124.04,70.22,6.0,14.98,32.61,32.34,12.1743,-1,2002
2436,偉詮電,200212,5972,19.45,0.590608652919636,1.346,2.0176,0.11955,0.13477,0.20151,0.2041,0.12731,722.59,638.58,6.98,3.79,57.08,-2.75,-0.51414,-1,2002
2441,超豐,200212,5697,8.55,0.588209385389494,0.5268,0.4543,0.10459,0.16465,0.1702,0.14204,0.57422,213.44,181.14,14.28,3.94,116.21,155.75,71.9298,1,2002
2448,晶電,200212,6390,31.4,0.837803183078576,1.3029,1.7953,0.1087,0.17358,0.2389,0.23923,0.59694,199.51,144.25,2.53,4.18,493.94,2807.03,50.9554,1,2002
2449,京元電,200212,7110,8.53,0.124774040660493,0.39878,0.71321,-0.01611,-0.031642,-0.033799,-0.056588,0.96413,88.95,81.82,102.04,5.06,73.77,61.77,118.5229,1,2002
2451,創見,200212,12738,26.88,0.34644876130036,1.4958,0.78619,0.2346,0.3004,0.18867,0.15785,0.28047,320.52,220.53,6.38,11.74,126.06,123.72,33.4449,1,2002
2454,聯發科,200212,131232,90.27,0.421112253765241,1.7286,1.3967,0.40159,0.51184,0.43079,0.41451,0.27453,443.76,395.93,12.96,8.78,115.02,82.42,58.8235,1,2002
2457,飛宏,200212,7379,13.53,0.137546594767065,0.71248,0.4495,0.065331,0.11405,0.051427,0.071949,0.7457,257.91,220.98,6.58,5.6,-39.2,-11.96,-19.1426,-1,2002
2458,義隆,200212,7440,15.87,0.485651669898018,1.2976,1.2757,0.09488,0.13145,0.19233,0.12917,0.38543,484.98,382.47,5.78,10.59,1.45,-25.04,40.8948,1,2002
2473,思源,200212,7245,30.14,0.713574011594316,1.1824,3.6711,0.10727,0.20198,0.56792,0.62815,0.88292,642.36,634.67,0.0,11.16,59.78,47.35,28.6994,-1,2002
2475,華映,200212,58210,9.33,0.640116548246715,0.87034,0.6122,-0.028343,-0.062303,0.048151,-0.044701,1.1982,144.35,115.99,9.1,4.58,196.28,48.63,24.5445,-1,2002
2477,美隆電,200212,8701,24.89,0.0441655717626611,1.2628,0.7725,0.16062,0.24342,0.18784,0.15044,0.51547,334.45,267.79,11.44,5.09,40.95,38.67,0.40177,-1,2002
2480,敦陽科,200212,8231,22.56,0.772495067187624,1.3381,0.63747,0.10556,0.20474,0.13359,0.097557,0.93956,265.79,175.66,3.85,2.75,-21.32,-27.35,-11.1702,-1,2002
2489,瑞軒,200212,12718,15.44,0.454694864991908,0.74662,0.36841,0.060721,0.11184,0.043256,0.055193,0.84183,420.48,390.18,16.56,4.74,17.48,-7.96,-12.1762,-1,2002
2491,吉祥全,200212,7448,68.64,0.811602580995323,2.603,4.237,0.0031336,0.0051185,0.028987,0.0084418,0.6334,106.44,48.61,15.01,4.67,114.94,106.25,-25.7867,-1,2002
2495,普安,200212,5650,12.37,0.806759544661106,0.88993,1.2939,0.17864,0.19682,0.29128,0.28604,0.10176,832.18,624.69,2.04,8.8,-18.05,-15.55,147.696,1,2002
2498,宏達電,200212,24082,25.21,0.89900489890614,0.93962,0.19871,0.1535,0.33547,0.10262,0.070937,1.1854,133.14,95.03,10.1,5.71,78.79,52.12,6.069,-1,2002
2501,國建,200212,11832,6.34,0.84321333801051,0.53683,3.268,-0.032556,-0.036438,-0.22398,-0.22172,0.11927,917.81,264.71,0.22,11.54,-8.43,-108.8,77.7603,1,2002
2526,大陸,200212,8729,6.17,0.895891573792568,0.33679,0.29507,0.021206,0.048209,0.047178,0.042255,1.2734,121.8,31.5,1.26,5.21,106.63,117.49,31.6045,1,2002
2603,長榮,200212,45463,12.8,0.34743764558179,0.71951,0.39641,0.0091162,0.028491,0.026002,0.01594,2.1253,79.48,71.49,0.0,4.45,-45.13,-26.9,41.0156,1,2002
2606,裕民,200212,7429,4.55,0.894447755567393,0.32593,0.58786,0.012403,0.026133,0.074445,0.047139,1.107,140.68,115.71,0.0,18.71,-67.66,-55.99,203.0769,1,2002
2609,陽明,200212,23479,7.14,0.137868992412558,0.51777,0.23541,0.019041,0.046617,0.018802,0.02119,1.4482,169.14,132.64,0.0,27.04,528.58,268.2,168.4874,1,2002
2610,華航,200212,37757,15.0,0.745847484342721,0.81037,0.48031,0.019055,0.066672,0.066834,0.039518,2.499,55.71,29.54,0.0,15.2,58.99,74.75,9.1333,-1,2002
2615,萬海,200212,36868,12.1,0.617279232316449,0.84912,0.50312,0.096027,0.18316,0.095292,0.10849,0.90734,79.63,73.03,0.0,26.89,184.33,437.59,29.5868,-1,2002
2618,長榮航,200212,35526,20.98,0.275069755821935,1.4519,0.78783,0.022833,0.075258,0.078318,0.040842,2.296,78.15,44.04,0.0,10.5,1438.52,183.08,-2.3832,-1,2002
2707,晶華,200212,6317,50.19,0.954174456379543,3.1447,4.0281,0.15448,0.20072,0.33102,0.27769,0.29932,297.46,288.8,97.42,26.9,0.29,-0.33,45.9056,1,2002
2903,遠百,200212,7501,5.05,0.390854752726355,0.32023,0.066579,-0.0076326,-0.031985,0.013738,-0.0078197,3.1906,34.5,22.64,25.83,87.88,373.28,-298.01,67.3267,1,2002
2905,三商行,200212,7279,9.97,0.927356224998125,0.81654,0.2505,0.021714,0.054692,0.016612,0.016776,1.5187,135.64,69.01,5.05,8.96,-47.59,-84.73,-5.3159,-1,2002
2908,特力,200212,8766,14.41,0.193245330468871,0.96452,0.25105,0.082455,0.14433,0.023425,0.038277,0.75038,168.76,140.95,50.69,10.32,-19.2,19.03,-5.9681,-1,2002
2910,統領,200212,6741,25.67,0.549308533018303,3.2659,1.9128,0.060239,0.16235,0.12741,0.095088,1.6952,144.45,131.34,47.84,96.49,-19.23,-21.31,-15.5434,-1,2002
2912,統一超,200212,40531,28.36,0.627346502443467,1.8695,0.27015,0.089217,0.20758,0.034321,0.031984,1.3266,53.64,27.21,24.08,159.71,35.13,51.15,14.598,-1,2002
2915,潤泰全,200212,12608,14.38,0.413427289020815,1.6491,1.1467,-0.015377,-0.050295,0.0016826,-0.034968,2.2708,59.46,17.32,2.82,21.51,113.74,-141.23,-6.5369,-1,2002
3005,神基,200212,5738,15.56,0.836722781749718,0.94075,0.1525,0.097781,0.19389,0.021213,0.03143,0.98292,176.25,118.86,11.97,8.12,2.93,20.15,-26.8638,-1,2002
3006,晶豪科,200212,12993,44.23,0.996156111296869,1.5252,1.1327,0.21427,0.28632,0.18891,0.21261,0.33626,388.92,282.54,5.73,11.22,30.27,-11.07,-19.0821,-1,2002
3007,綠點,200212,6194,25.63,0.281501559148491,1.1187,0.57518,0.11578,0.1897,0.12517,0.097534,0.63838,216.4,159.95,7.95,5.5,58.37,55.19,72.2201,1,2002
3008,大立光,200212,16583,106.23,0.662381860399481,2.5493,4.6695,0.21177,0.23699,0.41722,0.44736,0.11912,1000.76,898.55,4.07,4.56,51.03,52.57,94.4837,1,2002
3010,華立,200212,7149,21.04,0.93602732668977,0.92565,0.36446,0.099346,0.19384,0.093528,0.076797,0.95119,174.6,120.67,6.23,3.38,4.46,11.65,20.8175,-1,2002
3012,廣輝,200212,23500,10.79,0.625937626080496,0.99447,1.371,-0.003427,-0.0079985,0.028039,-0.011022,1.334,107.14,61.33,6.23,6.63,123.08,87.61,41.5199,1,2002
3019,亞光,200212,21060,76.2,0.182141075890434,2.1784,0.70937,0.12552,0.28314,0.10436,0.096106,1.2557,228.68,203.62,22.02,4.54,8.36,16.65,69.0551,1,2002
3024,憶聲,200212,7605,20.42,0.101533888812312,1.2309,0.48481,0.11072,0.20956,0.11444,0.082532,0.89277,189.8,69.75,3.19,11.48,235.33,281.03,-4.9951,-1,2002
3026,禾伸堂,200212,6026,20.47,0.624572916993309,0.90736,0.53419,0.077214,0.13356,0.10114,0.078639,0.72979,528.61,385.74,5.87,4.09,30.47,45.47,33.0239,1,2002
3034,聯詠,200212,18919,22.87,0.945579189035263,1.4276,0.95173,0.19074,0.23416,0.15041,0.15606,0.2276,451.06,374.63,9.82,6.32,64.46,21.67,73.9397,1,2002
3035,智原,200212,12995,27.96,0.71957013485949,1.6966,1.3699,0.19744,0.24525,0.23382,0.19803,0.24215,338.7,281.48,8.26,5.68,18.16,15.53,30.8298,1,2002
3037,欣興,200212,13832,11.87,0.551792514935968,0.68297,0.52429,0.040144,0.082714,0.096152,0.063505,1.0604,195.21,171.71,17.95,3.82,5.32,-11.42,48.1887,1,2002
3041,揚智,200212,6183,27.35,0.230383067317464,1.3368,0.63193,0.11103,0.17491,0.086375,0.084166,0.57533,224.76,111.43,4.48,7.4,32.36,3033.05,-20.4388,-1,2002
3045,台灣大,200212,130577,19.38,0.184100289427511,1.331,1.4873,0.09733,0.22261,0.28057,0.25993,1.2872,186.55,170.46,25.34,10.78,-17.19,-10.91,14.1383,-1,2002
3046,建碁,200212,11611,61.06,0.922331997796276,2.836,0.77047,0.099942,0.19313,0.047745,0.05266,0.93242,175.02,121.1,7.3,8.77,-6.85,-17.56,-28.169,-1,2002
3048,益登,200212,6806,29.27,0.322460397362259,1.4865,0.17628,0.1938,0.39117,0.060811,0.04639,1.0184,180.52,139.83,30.86,16.31,19.25,27.49,-1.0933,-1,2002
3049,和鑫,200212,6759,13.92,0.979129132433892,0.82709,1.6914,0.058144,0.11993,0.24261,0.2452,1.0627,99.77,55.72,4.35,3.87,786.44,215.71,63.6494,1,2002
3051,力特,200212,9099,43.35,0.0990952824224585,2.1188,1.5179,0.092933,0.16838,0.144,0.12061,0.81186,160.38,94.18,4.22,10.35,812.15,207.81,165.3518,1,2002
4904,遠傳,200212,59489,14.1,0.0875003495765857,0.85455,0.94314,0.12852,0.19515,0.22862,0.22648,0.51841,92.07,59.07,24.78,9.41,22.42,17.11,20.4255,-1,2002
4906,正文,200212,6677,27.73,0.330423609606603,0.92526,0.50054,0.11943,0.1819,0.10143,0.098403,0.52304,230.82,136.45,4.5,4.87,28.62,35.85,12.189,-1,2002
5304,鼎創達,200212,12523,98.48,0.2177320683573,8.715,7.2786,0.020642,0.034971,0.071633,0.030085,0.69415,163.81,106.24,3.16,7.87,691.48,708.92,70.8266,1,2002
5305,敦南,200212,5785,10.4,0.731050829723742,0.79632,0.6545,0.055875,0.089351,0.074056,0.073437,0.59911,126.41,91.39,7.0,5.46,148.28,165.23,40.8654,1,2002
5346,力晶,200212,26795,6.16,0.0181775336366957,0.56462,1.2597,-0.021879,-0.052572,-0.10477,-0.11733,1.4028,65.88,50.39,5.76,11.64,77.44,76.68,68.0195,1,2002
5347,世界,200212,20020,9.03,0.354455730967329,1.6569,2.3889,-0.12305,-0.27127,-0.50732,-0.3913,1.2046,123.55,94.87,8.03,7.96,10.61,62.6,78.1838,1,2002
5371,中光電,200212,10038,11.55,0.177123754498317,0.55824,0.20563,0.060064,0.11045,0.055105,0.040684,0.83892,183.87,135.06,8.18,5.0,54.62,12.11,25.368,-1,2002
5387,茂德,200212,34270,7.6,0.227712826026548,0.73858,1.434,-0.030887,-0.057507,-0.08505,-0.11176,0.86185,106.23,84.36,9.02,3.66,64.62,66.26,22.3684,-1,2002
5434,崇越,200212,5809,33.36,0.856182292006288,1.1146,0.52264,0.10877,0.19181,0.10493,0.089942,0.76335,203.1,124.14,9.13,3.83,17.17,32.32,26.259,-1,2002
5471,松翰,200212,6589,27.92,0.756509543501944,1.6799,1.7363,0.26641,0.30316,0.28674,0.31329,0.13795,794.59,687.32,21.89,10.12,-2.43,4.79,5.659,-1,2002
5478,智冠,200212,7004,43.67,0.730585361505707,1.1803,1.2589,0.12061,0.16929,0.030186,0.18051,0.40359,337.55,285.32,6.83,5.53,-73.8,68.73,23.1509,-1,2002
