證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,淨值報酬率─稅後,資產報酬率 ROA,營業利益率 OPM,利潤邊際 NPM,負債/淨值比,流動比率,速動比率,存貨週轉率 (次),應收帳款週轉次,營業利益成長率,稅後淨利成長率,Return,ReturnMean_year_Label,year
2401,凌陽,199712,18357,21.33,0.814284826068816,0.86496,0.87061,0.34078,0.38435,0.34374,0.43459,0.12787,733.85,691.12,11.28,8.51,93.6,125.28,21.4721,1,1997
2411,飛瑞,199712,17585,22.23,0.196595250431208,1.2732,0.978,0.17413,0.23702,0.20702,0.18217,0.36114,281.83,232.26,5.96,3.25,91.78,96.51,6.8826,1,1997
2438,英誌,199712,7219,29.11,0.486791632403172,1.0239,0.61726,0.070622,0.15707,0.096287,0.094678,1.2241,140.02,100.16,4.91,3.65,25.94,95.14,19.4778,1,1997
2501,國建,199712,56522,23.5,0.933993247757551,1.6943,6.0881,0.091049,0.11941,0.15052,0.42931,0.3115,410.59,26.68,0.21,3.81,-56.58,37.94,-41.5319,-1,1997
2504,國產,199712,23977,15.93,0.646313010111265,1.1469,1.9642,0.044336,0.063266,0.046665,0.10834,0.42697,209.06,77.06,1.64,3.32,-12.13,156.02,-45.951,-1,1997
2505,國揚,199712,43050,269.15,0.171186687811562,11.4047,20.9618,0.061881,0.11835,0.20869,0.21753,0.91258,199.75,52.49,0.49,4.9,97.16,108.71,-100.0,-1,1997
2506,太設,199712,25656,44.26,0.795199901137063,3.4687,5.269,0.01233,0.036737,0.095631,0.055811,1.9796,145.58,27.59,0.33,2.52,18.03,-1.36,-45.7298,-1,1997
2512,寶建,199712,10389,20.08,0.910647594429523,1.3316,2.6989,0.015987,0.030163,0.065691,0.061332,0.88677,254.88,13.47,0.29,46.69,-24.88,-8.42,-18.7251,1,1997
2514,龍邦,199712,9710,16.27,0.401808033751942,0.96443,1.3978,0.07225,0.15236,0.0076053,0.22087,1.1087,218.91,39.05,0.65,12.54,115.26,241.25,-24.3393,-1,1997
2515,中工,199712,30190,17.66,0.381558457093008,0.88922,0.91125,0.019525,0.053229,-0.069803,0.054565,1.7262,186.95,60.96,0.93,1.8,-832.03,1139.36,-48.5844,-1,1997
2517,長谷,199712,7303,13.64,0.0811257688657853,0.71752,1.7623,0.017712,0.047036,0.12986,0.11181,1.6556,177.38,10.23,0.23,4.95,59.39,24.61,-33.1378,-1,1997
2518,長億,199712,22683,19.0,0.118997681558377,0.70318,2.3602,0.028609,0.045319,0.14178,0.16192,0.58408,249.63,27.68,0.25,7.61,38.17,36.12,-44.5789,-1,1997
2520,冠德,199712,16448,21.5,0.585264091152724,0.96934,1.5739,0.045848,0.094578,0.12037,0.15364,1.0629,206.31,4.83,0.37,35.02,86.25,60.4,-35.4419,-1,1997
2521,宏總,199712,7069,18.21,0.817627708322262,1.0662,2.8276,0.01974,0.041552,0.087738,0.11027,1.1049,177.98,21.91,0.21,4.56,590.84,1713.08,-13.7836,1,1997
2523,德寶,199712,14331,19.93,0.934010684229183,1.4547,1.2866,0.096352,0.13299,0.084235,0.11761,0.38029,308.4,161.69,14.58,3.6,11.57,37.9,-32.8149,-1,1997
2525,寶祥,199712,14196,19.13,0.12990620847373,1.3067,8.4273,-0.01993,-0.030988,0.12832,-0.19684,0.55483,184.39,76.7,0.21,11.14,-69.83,-147.71,-57.9195,-1,1997
2526,大陸,199712,20085,18.02,0.505957051665142,1.0274,1.0995,0.026108,0.054115,0.01457,0.057918,1.0727,159.68,37.6,0.95,3.56,587.68,676.01,-42.3973,-1,1997
2533,昱成,199712,17233,108.36,0.251083857976031,8.655,11.3943,0.008444,0.026736,0.13641,0.035173,2.1663,129.13,10.51,0.26,6.24,15.94,-42.09,-84.8007,-1,1997
2534,宏盛,199712,18716,18.82,0.840717255983663,0.91805,1.9342,0.084384,0.11476,0.18684,0.24168,0.35998,482.9,43.56,0.31,17.18,6.56,33.67,-10.8395,1,1997
2536,宏普,199712,10026,15.49,0.57970458736557,0.62159,1.354,0.097588,0.12015,0.27303,0.26169,0.23122,516.99,24.89,0.31,35.05,98.88,94.99,-52.55,-1,1997
2537,聯上發,199712,7327,365.91,0.780227435151377,26.7674,24.1844,0.014865,0.043235,0.080158,0.039063,1.9085,161.2,90.18,0.6,2.77,-10.92,-23.4,2.2465,1,1997
2538,基泰,199712,9740,21.1,0.513249539867053,0.91899,1.3312,0.058882,0.11003,0.14945,0.1594,0.86866,203.11,23.9,0.45,14.21,65.82,81.44,-39.0995,-1,1997
2601,益航,199712,7624,47.37,0.647745963136307,3.3312,14.3112,0.0064921,0.0094365,0.048042,0.040515,0.45353,264.83,229.35,0.0,11.2,-73.6,-34.0,-49.2928,-1,1997
2603,長榮,199712,59365,15.67,0.792207329559554,0.83218,0.56489,0.013883,0.034887,0.0543,0.023688,1.5128,84.4,79.2,0.0,4.99,-48.51,-65.96,-16.8475,1,1997
2604,立榮,199712,14829,27.85,0.0539501186666072,1.644,0.65452,0.0048181,0.016148,0.052094,0.006429,2.3515,68.1,63.87,0.0,5.91,-11.79,-84.61,-25.2783,-1,1997
2606,裕民,199712,12801,5.47,0.262971284540144,0.38905,0.80323,0.038268,0.079493,0.19085,0.16408,1.0773,165.06,146.45,0.0,17.22,6.5,21.25,-26.5082,-1,1997
2608,大榮,199712,19730,33.07,0.547215529963803,2.3094,4.0379,0.087071,0.10975,0.14767,0.19193,0.2605,317.79,312.87,0.0,6.86,-1.6,-50.62,-38.3127,-1,1997
2609,陽明,199712,34607,10.36,0.823457828327293,0.75897,0.47764,-0.0041627,-0.0078829,-0.022407,-0.0049601,0.89373,112.36,43.28,0.0,32.94,-127.17,-109.61,-3.3784,1,1997
2610,華航,199712,58495,22.55,0.959492426392903,1.0459,0.74056,0.024085,0.059384,0.033164,0.042044,1.4656,116.15,69.18,0.0,13.26,22.39,47.73,-14.8559,1,1997
2614,東森,199712,10515,11.11,0.259870402850654,0.69481,1.4189,0.039933,0.095634,0.13974,0.19529,1.3949,421.2,95.1,0.84,17.56,-14.55,53.68,-35.0135,-1,1997
2705,六福,199712,16524,61.46,0.351659507062997,2.6803,5.6907,0.068569,0.093818,0.25725,0.19918,0.36823,26.98,13.93,42.72,138.22,-24.57,-28.97,-10.5272,1,1997
2706,第一店,199712,8816,29.24,0.111202755293787,1.3285,11.743,0.060467,0.084297,0.6053,0.74547,0.39409,327.08,310.31,0.0,55.76,4.79,22.78,50.7524,1,1997
2901,欣欣,199712,7177,90.66,0.446783749429806,7.9526,5.3932,0.032963,0.041775,0.024272,0.028327,0.26732,133.36,114.49,206.49,77.35,38.74,54.7,-67.9682,-1,1997
2902,中信,199712,7162,29.81,0.306349472016557,1.5078,3.1379,0.086745,0.098716,0.046106,0.20545,0.138,322.16,204.06,8.63,3.04,64.4,148.29,-52.4321,-1,1997
2905,三商行,199712,16872,21.7,0.616044676146639,1.4371,0.41436,0.066983,0.1462,0.035285,0.04215,1.1826,102.95,46.65,6.01,10.5,-14.75,70.91,-26.0829,-1,1997
2906,高林,199712,8549,9.26,0.403912145588115,0.60682,0.25801,0.070736,0.13684,0.051851,0.055202,0.93451,178.01,169.74,57.53,1.85,-18.7,61.26,-22.6782,-1,1997
2910,統領,199712,9315,31.55,0.944787189721646,1.8995,1.1248,0.0786,0.11178,0.089015,0.066162,0.4221,84.69,75.19,68.21,91.85,39.14,60.69,-12.9635,1,1997
2912,統一超,199712,35761,23.67,0.0461713906311539,1.5961,0.24511,0.12509,0.22052,0.031129,0.033875,0.76288,100.72,59.64,26.07,185.94,29.52,3.42,24.9683,1,1997
3258,誠洲,199712,14040,37.45,0.469390641058206,2.6693,0.73764,0.034577,0.084812,0.023421,0.023442,1.4528,226.06,151.64,6.24,5.1,-33.45,11.77,-25.287,-1,1997
4424,民興,199712,7455,41.41,0.188955015032545,2.8598,1.7606,0.028103,0.093483,0.091753,0.057549,2.3264,128.0,14.45,1.14,17.24,705.24,1638.3,-8.2347,1,1997
4506,崇友,199712,11106,18.83,0.0046342241340674,1.0785,0.94291,0.088422,0.1387,0.12845,0.12125,0.56862,182.22,106.13,2.78,4.4,-21.04,-13.36,-23.4201,-1,1997
5017,新泰伸,199712,8644,29.04,0.389738836961253,2.2794,3.1327,0.044949,0.094471,0.12403,0.12995,1.1017,75.94,47.8,3.35,2.56,130.68,799.96,-100.0,-1,1997
5304,鼎創達,199712,7483,59.57,0.296320805607773,4.5823,4.911,0.010834,0.019202,-0.032327,0.021431,0.77241,333.09,215.95,4.01,9.17,-173.11,-96.19,12.6574,1,1997
5307,耀文,199712,8443,20.3,0.131973292606335,0.92441,1.1172,0.075176,0.10511,0.087046,0.12704,0.39817,258.99,214.77,8.04,4.4,-15.92,25.57,37.734,1,1997
5602,榮櫃,199712,7875,23.31,0.0430238016578078,1.2003,5.8568,0.02373,0.040118,0.24067,0.19567,0.69062,234.38,209.53,15.1,6.85,3.15,12.47,-6.9927,1,1997
5604,中連,199712,7087,13.93,0.508508655381127,0.84271,1.2675,0.04633,0.074297,0.15111,0.11176,0.60365,135.27,130.04,0.0,5.11,6.8,-5.93,-5.8148,1,1997
5605,遠航,199712,23082,50.4,0.754686681982361,2.7287,3.5745,0.040898,0.065763,0.037215,0.09323,0.60798,217.66,193.44,0.0,44.24,-24.36,1.4,-41.3492,-1,1997
5901,中友,199712,9817,20.76,0.622055131485066,1.4278,1.2521,0.024196,0.057465,0.04922,0.050395,1.375,141.0,15.61,1.53,30.22,-20.54,15.24,-32.8035,-1,1997
8295,中強,199712,15055,31.39,0.380445846975357,2.1951,0.54734,0.023854,0.077446,0.018011,0.020103,2.2467,147.59,68.88,2.59,5.74,268.55,407.06,-15.2596,1,1997
8382,美式,199712,15281,50.03,0.753729094278495,2.978,2.9656,0.089918,0.1482,0.082963,0.16319,0.6482,136.73,50.47,2.2,5.69,191.83,1178.36,4.937,1,1997
8712,國產車,199712,50950,50.76,0.757740130578333,2.4439,3.2622,0.04939,0.10336,-0.05802,0.13798,1.0927,109.02,73.84,2.68,2.19,-204.8,218.68,-100.0,-1,1997
8716,尖美,199712,11149,37.43,0.106652770180584,2.4674,5.5288,0.025752,0.052778,0.17615,0.11824,1.0495,179.74,28.3,0.28,2.61,-20.01,-18.86,-14.7742,1,1997
8718,工礦,199712,7804,59.02,0.649115474956452,2.3703,7.9757,0.040641,0.085236,-0.008992,0.28672,1.0973,75.0,25.28,1.82,3.59,-138.35,171.79,-42.4094,-1,1997
8725,三采,199712,10485,83.7,0.431413827463545,4.2273,5.3619,0.061282,0.13361,0.14776,0.16955,1.1803,260.58,33.58,0.5,5.99,42.56,80.7,-76.583,-1,1997
9801,力霸,199712,19551,49.24,0.138624442828679,4.2743,5.6728,0.021534,0.043148,0.037621,0.057252,1.0037,147.67,76.1,1.65,4.88,24.3,3.33,-29.0617,-1,1997
9902,台火,199712,11149,113.74,0.961898080855054,7.5275,5.7824,0.095478,0.19257,0.076803,0.15324,1.0169,95.44,45.03,4.64,4.4,4091.55,308.71,-39.643,-1,1997
9905,大華,199712,7077,9.68,0.51077156417211,0.58917,1.1677,0.069695,0.079544,0.083562,0.15761,0.14132,584.1,448.16,2.4,4.31,-52.42,-15.77,-3.6157,1,1997
9907,統一實,199712,21687,12.59,0.585267750979777,0.8647,1.0882,0.016445,0.04869,0.18996,0.066442,1.9609,94.4,42.36,1.74,4.33,259.58,-22.44,-25.0199,-1,1997
9908,大台北,199712,9938,11.57,0.144954798223727,0.8564,1.7015,0.034835,0.057463,0.019667,0.11422,0.64957,208.83,178.91,13.55,9.48,87.43,61.35,-24.7191,-1,1997
9910,豐泰,199712,11963,12.98,0.152378018969223,0.73583,0.21171,0.14447,0.23842,0.048042,0.0734,0.65038,78.09,46.0,16.67,13.01,25.18,71.8,-9.4761,1,1997
9917,中保,199712,24826,30.29,0.186872604554379,1.7094,1.6525,0.1683,0.22973,0.21089,0.22376,0.36499,112.09,96.27,57.1,21.04,4.55,46.0,-27.5338,-1,1997
9921,巨大,199712,7399,12.75,0.62561856072969,0.74736,0.2369,0.03269,0.10608,0.037832,0.033628,2.2451,146.5,95.38,2.89,4.51,53.34,39.78,57.0196,1,1997
9922,優美,199712,7963,30.39,0.0154034376515551,1.8899,1.6295,0.077983,0.12887,0.11143,0.11314,0.65259,185.28,111.33,3.26,6.29,943.39,558.89,-48.2066,-1,1997
9925,新保,199712,12264,17.82,0.689214503140008,0.65323,0.80018,0.11293,0.14475,0.1735,0.17732,0.28181,290.57,277.86,344.33,14.21,12.47,39.86,-28.3389,-1,1997
9933,中鼎,199712,13411,11.92,0.311215042044805,0.77302,0.40202,0.034862,0.094495,0.05529,0.049619,1.7105,126.15,71.73,2.55,9.67,67.21,122.05,22.4832,1,1997
1101,台泥,199812,50457,13.64,0.311102286650413,0.72902,1.0404,0.03588,0.077355,0.088505,0.12042,1.1559,84.53,53.45,10.33,6.77,104.06,76.91,30.3519,1,1998
1102,亞泥,199812,50576,10.93,0.435698684103899,0.53975,1.265,0.052151,0.084103,0.16834,0.19718,0.61268,116.25,89.17,6.81,2.59,-8.31,-28.67,3.2937,-1,1998
1109,信大,199812,8077,11.66,0.539126465042857,0.89417,1.8837,0.042862,0.051115,0.15969,0.11021,0.19256,312.3,272.98,6.32,3.39,33.1,-39.45,-32.8473,-1,1998
1110,東泥,199812,6104,7.49,0.178766186752368,0.50574,1.7179,0.024998,0.029408,0.14105,0.09977,0.1764,661.94,456.29,2.67,4.27,-18.47,-38.28,-7.2096,-1,1998
1201,味全,199812,8046,15.64,0.698105520180308,1.1022,0.32536,-0.03757,-0.15561,0.0032509,-0.045931,3.142,96.58,61.34,8.27,8.67,498.85,-2432.16,-48.7212,-1,1998
1206,台鳳,199812,23461,39.4,0.578525061023439,2.1913,2.8448,0.052989,0.15363,0.10842,0.1977,1.8993,115.68,27.98,0.92,13.58,2754.75,-14.63,-54.5685,-1,1998
1207,嘉食化,199812,12906,27.83,0.886511933076101,2.5721,4.1913,0.0073643,0.017785,-0.052212,0.028974,1.415,109.78,39.69,2.4,4.41,-445.0,34.53,-4.4916,-1,1998
1216,統一,199812,76029,11.57,0.230488160211559,0.80069,0.42757,0.065497,0.11533,0.010382,0.06159,0.76087,100.46,57.46,9.28,21.8,-28.2,-43.9,-0.8643,-1,1998
1227,佳格,199812,11416,18.13,0.521649842464284,1.2643,0.7924,0.13296,0.18266,0.1301,0.11448,0.37377,234.08,136.96,4.65,7.42,10.23,25.6,-47.1594,-1,1998
1229,聯華,199812,11083,9.59,0.149865442477967,0.70671,1.8585,0.016164,0.021726,0.044815,0.057139,0.34407,141.63,95.95,5.56,5.27,-10.19,-67.45,-19.8123,-1,1998
1301,台塑,199812,132481,14.72,0.350727103576883,0.73343,1.0294,0.057917,0.1009,0.096604,0.14165,0.74222,101.04,49.85,4.76,16.8,-42.41,21.73,46.8071,1,1998
1303,南亞,199812,172043,13.02,0.811580458282477,0.65427,0.37893,0.052023,0.1386,0.067387,0.087689,1.6642,117.74,58.63,4.25,6.94,-18.21,58.14,86.7127,1,1998
1304,台聚,199812,13602,10.25,0.609866648422558,0.77652,1.4376,0.024453,0.050602,0.055704,0.097664,1.0693,159.34,118.64,10.08,13.62,-56.47,-58.39,24.0976,1,1998
1305,華夏,199812,6372,14.62,0.260727999055465,1.1594,0.80952,-0.0116,-0.026662,0.040363,-0.019037,1.2984,158.16,102.62,5.99,5.43,272.78,58.27,53.3516,1,1998
1308,亞聚,199812,7641,14.72,0.56119979270966,0.81147,1.2155,0.10626,0.11901,0.11282,0.1783,0.11998,816.32,742.65,9.69,19.22,-33.95,-5.4,13.519,1,1998
1310,台苯,199812,12731,17.56,0.0286741524641061,1.4346,2.3197,-0.019107,-0.026268,-0.083011,-0.042282,0.37477,182.96,86.84,8.61,8.86,-122.97,-151.2,49.2027,1,1998
1311,福聚,199812,8639,17.69,0.737858095516997,1.1746,0.95673,0.055593,0.066005,0.063465,0.053773,0.18728,467.89,316.27,7.46,23.74,-47.64,-50.06,27.6427,1,1998
1313,聯成,199812,8555,8.49,0.422835615008808,0.65611,0.87436,0.014746,0.025575,-0.0061168,0.035728,0.73435,429.42,316.45,5.11,6.62,-116.28,332.79,42.5206,1,1998
1314,中石化,199812,24635,15.68,0.488608973803579,0.99682,1.8689,0.0030857,0.0073951,-0.010565,0.013857,1.3966,75.06,38.61,8.04,11.12,-117.13,-91.35,-13.4566,-1,1998
1319,東陽,199812,10119,15.52,0.825313795402046,0.99296,0.84624,0.083943,0.13778,0.041949,0.12189,0.6413,97.93,68.52,10.26,4.01,127.67,359.25,-24.1624,-1,1998
1326,台化,199812,83304,8.62,0.470923348517591,0.43957,0.65254,0.063646,0.12089,0.065449,0.17945,0.89945,130.19,67.34,2.8,12.35,-24.27,172.43,53.7123,1,1998
1409,新纖,199812,14727,10.45,0.698745832334795,0.95784,1.0235,-0.027536,-0.04685,-0.037622,-0.050158,0.70144,87.75,37.9,6.8,10.22,-6.8,-328.48,-20.4785,-1,1998
1417,嘉裕,199812,6273,15.46,0.0225125927402318,1.2672,2.427,0.030119,0.04041,0.026162,0.077435,0.34169,121.95,33.18,1.79,14.7,145.95,241.99,-56.0155,-1,1998
1419,新紡,199812,7986,25.51,0.128014399720173,2.3797,7.5251,0.0010791,0.0018918,-0.097612,0.0059839,0.75317,45.16,33.55,4.24,5.1,-14.61,-80.4,-39.9843,-1,1998
1440,南紡,199812,18030,9.55,0.0987122786555743,0.74146,1.2073,0.00042412,0.00070774,0.0063419,0.0011529,0.66872,167.64,54.83,2.7,6.71,-91.48,-98.64,-28.5864,-1,1998
1444,力麗,199812,8142,9.73,0.701098755900926,0.67011,1.1695,0.0059823,0.0083234,0.023403,0.014529,0.39134,169.36,118.94,7.87,10.35,-74.69,-92.34,-19.1161,-1,1998
1447,力鵬,199812,7294,11.15,0.190923695236303,0.69906,1.298,0.043868,0.054234,0.085136,0.10069,0.23631,221.97,173.33,4.9,7.53,-27.0,-39.81,-19.3722,-1,1998
1449,佳和,199812,10106,53.18,0.083469814858914,4.041,5.0599,0.071974,0.088368,0.16034,0.11064,0.22778,138.94,38.03,3.25,20.78,64.99,10.2,-32.437,-1,1998
1451,年興,199812,19125,21.68,0.367436648544477,1.3399,1.3092,0.11926,0.16976,0.23214,0.17971,0.42342,222.14,102.35,3.4,10.01,50.68,24.41,0.1845,-1,1998
1457,宜進,199812,6577,24.54,0.343877004114983,1.7541,1.9292,0.03435,0.072018,0.018142,0.079231,1.0966,79.04,55.02,4.27,6.34,-71.7,20.81,-42.991,-1,1998
1460,宏遠,199812,13342,18.8,0.859442305646212,1.2842,0.96164,0.092244,0.13135,0.10292,0.098325,0.4239,190.7,90.42,3.97,6.76,25.27,18.68,-54.6809,-1,1998
1462,東雲,199812,13667,32.12,0.47992214114606,2.9768,5.3802,-0.026544,-0.072583,-0.042316,-0.13111,1.7345,97.35,7.07,0.45,7.25,-139.63,-255.89,-12.1731,-1,1998
1503,士電,199812,17374,25.56,0.335356839962797,1.3727,1.1215,0.033614,0.065155,0.073826,0.053254,0.93837,148.96,82.21,4.91,3.92,-5.29,-17.72,-28.3646,-1,1998
1504,東元,199812,37082,13.09,0.711215780433683,0.60574,0.72521,0.037146,0.061826,0.058397,0.074016,0.66437,330.92,249.8,4.15,4.51,-2.36,-22.02,14.2093,1,1998
1507,永大,199812,13639,18.42,0.904722238067363,1.0222,1.3923,0.069737,0.095214,0.099523,0.13151,0.36533,218.89,144.57,2.12,3.65,-30.84,0.37,-39.3594,-1,1998
1513,中興電,199812,6500,6.38,0.584069333278452,0.47154,0.26462,0.047101,0.13329,0.033084,0.074803,1.8298,150.35,50.01,2.12,6.71,-8.29,125.51,-3.1348,-1,1998
1515,力山,199812,8887,31.45,0.489687638016024,1.9342,1.12,0.096333,0.15319,0.16454,0.095599,0.59025,167.67,104.51,7.08,8.39,218.67,143.48,-30.5246,-1,1998
1517,利奇,199812,9445,32.83,0.43165117024872,1.8803,1.9982,0.14197,0.17372,0.2283,0.18463,0.22363,447.79,403.06,8.0,2.69,104.47,28.29,-51.2336,-1,1998
1520,D 復盛,199812,11971,11.86,0.0424311375007417,0.76665,0.41252,0.088939,0.23287,0.14902,0.14058,1.6183,82.23,36.46,2.4,7.63,38.47,5.38,-24.7892,-1,1998
1522,堤維西,199812,6862,21.08,0.582986382747674,0.82992,0.74382,0.075072,0.12659,0.12797,0.11345,0.68625,129.85,97.04,7.34,3.9,87.77,46.68,-27.5142,-1,1998
1604,聲寶,199812,25186,27.65,0.730330862855453,2.3294,1.5782,-0.014962,-0.025578,-0.0099103,-0.019525,0.70955,149.91,85.26,3.65,4.14,-88.46,-199.68,-54.4665,-1,1998
1605,華新,199812,33568,8.4,0.318778301925882,0.53812,0.70529,0.012851,0.02348,0.008011,0.033866,0.82708,135.44,94.84,5.38,5.45,-82.21,-66.15,48.0952,1,1998
1608,華榮,199812,8680,8.72,0.951630464777727,0.61408,0.63696,0.061291,0.079578,0.079775,0.082535,0.29837,328.78,220.19,7.29,6.35,-4.95,-9.75,-8.945,-1,1998
1611,中電,199812,6322,8.95,0.594356250664331,0.65281,0.8388,0.038451,0.051745,0.042609,0.066492,0.34574,300.11,224.97,5.25,3.84,-40.02,-28.3,-11.0615,-1,1998
1710,東聯,199812,9988,7.72,0.133171007607162,0.63331,1.0997,0.051888,0.068905,0.12195,0.11959,0.32794,105.85,61.99,9.22,6.75,-33.72,-38.95,9.5855,1,1998
1711,永光,199812,8623,16.72,0.269119426398556,1.1366,1.1986,0.054354,0.07341,0.11605,0.077387,0.3506,181.6,73.41,2.15,4.66,-15.53,-23.37,-46.4115,-1,1998
1714,和桐,199812,11100,14.44,0.722439592366842,0.87942,0.68664,0.059299,0.080457,0.10391,0.077571,0.35681,251.89,149.74,12.64,5.38,47.16,36.42,-11.8421,-1,1998
1716,永信,199812,13321,31.84,0.805489424529686,1.557,2.0088,0.079881,0.10421,0.1952,0.13752,0.30453,230.3,144.93,1.3,3.08,35.43,5.11,-52.544,-1,1998
1717,長興,199812,14452,9.72,0.197809826685929,0.50077,0.30065,0.065363,0.12739,0.101,0.076487,0.94899,134.55,90.4,5.71,4.36,12.6,2.42,8.2305,-1,1998
1718,中纖,199812,8712,5.71,0.339493413390758,0.51211,1.0178,-0.047503,-0.10317,-0.0027572,-0.20525,1.1718,80.05,49.28,4.78,7.09,-107.22,-295.05,-18.3888,-1,1998
1726,永記,199812,9451,32.54,0.291984079961715,1.3496,0.818,0.13722,0.1788,0.13472,0.10837,0.30302,320.54,227.65,5.52,3.87,-17.74,-6.42,-25.5993,-1,1998
1802,台玻,199812,34410,12.75,0.296675873218327,0.63591,1.157,0.054336,0.072752,0.14636,0.13924,0.33893,239.75,157.76,3.16,6.82,-5.98,-41.26,-18.902,-1,1998
1806,冠軍,199812,11128,39.59,0.817547092079286,3.1471,4.8222,0.02162,0.042765,0.23604,0.063998,0.97802,111.94,62.76,1.46,2.84,114.59,-67.34,-13.3114,-1,1998
1903,士紙,199812,19841,76.27,0.231594386708524,4.2514,11.5038,-0.056894,-0.1264,-0.16318,-0.34178,1.2217,77.33,48.11,4.17,3.92,-556.88,-1406.43,-35.0728,-1,1998
1904,正隆,199812,9298,6.28,0.167168409914656,0.50809,0.4337,0.0028639,0.0055936,0.034867,0.0047735,0.95318,176.86,81.07,3.37,5.32,-50.93,-80.16,4.6178,-1,1998
1905,華紙,199812,7260,8.84,0.428252992979386,0.78438,1.0243,-0.039984,-0.062529,-0.064104,-0.081675,0.56385,178.21,85.66,4.32,5.3,-549.09,-644.22,52.7149,1,1998
1907,永豐餘,199812,13728,6.13,0.500022435590201,0.49435,0.40731,-0.017128,-0.034159,-0.015063,-0.028173,0.99436,144.86,98.31,5.79,3.38,-135.87,-249.83,1.6313,-1,1998
2002,中鋼,199812,157989,5.02,0.532825588799455,0.30892,0.41799,0.090115,0.13792,0.18437,0.18617,0.53048,145.66,53.64,4.12,24.15,-18.53,17.08,39.6414,1,1998
2005,友力,199812,13081,36.9,0.182922469414914,5.0757,6.8333,-0.25654,-0.5568,0.0031082,-0.7506,1.1705,66.5,54.48,11.34,3.99,49.74,-323.06,-92.5203,-1,1998
2006,東鋼,199812,10949,7.57,0.659605252908307,0.4773,0.39717,-0.0053444,-0.011302,0.049068,-0.0094039,1.1147,138.93,57.59,4.63,8.96,-23.1,-136.55,-0.9247,-1,1998
2010,春源,199812,6249,4.82,0.312718886820616,0.38254,0.22779,0.018024,0.030356,0.024059,0.018082,0.68421,160.7,87.62,3.32,3.94,-5.24,185.14,5.6017,-1,1998
2023,燁輝,199812,8654,5.11,0.0526769976807926,0.37002,0.18192,0.048089,0.092726,0.10432,0.045594,0.92823,130.18,68.47,7.16,9.61,24.69,-21.96,21.5264,1,1998
2101,南港,199812,17735,35.45,0.261871183870716,1.7796,1.8301,0.031794,0.091292,0.077439,0.093892,1.8713,36.68,28.99,9.13,5.54,41.45,210.03,-32.3554,-1,1998
2102,泰豐,199812,10923,26.88,0.518594942510538,2.0395,1.8348,0.094047,0.15343,-0.0082076,0.13804,0.63148,108.57,80.25,8.21,5.72,-270.16,117.41,-35.1935,-1,1998
2103,台橡,199812,10797,9.09,0.648991492712356,0.68968,0.90448,0.010906,0.017244,0.04772,0.024409,0.58111,130.22,90.49,5.82,6.46,-48.7,-93.85,-40.374,-1,1998
2104,中橡,199812,9711,17.7,0.80336439160244,0.81831,0.63102,0.018682,0.042352,0.061287,0.040643,1.267,120.83,88.78,7.48,4.93,-1.66,-40.7,-9.661,-1,1998
2105,正新,199812,25894,9.66,0.0292202775621463,0.644,0.52586,0.055229,0.11166,0.11742,0.091206,1.0218,88.87,42.43,3.72,8.07,21.72,70.79,-22.2567,-1,1998
2106,建大,199812,9818,14.46,0.83137974283907,0.91461,0.64439,0.077474,0.13447,0.13114,0.094758,0.73571,148.67,105.47,4.47,4.55,49.33,42.21,-26.7635,-1,1998
2107,厚生,199812,9382,20.62,0.984063724379154,1.6313,3.6239,0.036375,0.059061,0.041937,0.13118,0.62364,124.64,71.34,1.98,8.2,-56.67,17.25,-44.1804,-1,1998
2201,裕隆,199812,69499,23.89,0.194764289567049,1.1009,0.60681,0.094917,0.18881,0.073977,0.10678,0.98917,151.42,121.48,8.55,4.13,18.55,17.03,-45.9188,-1,1998
2204,中華,199812,59242,28.19,0.225921780972399,1.129,0.52672,0.12332,0.1799,0.066857,0.083949,0.45883,251.57,83.95,5.29,27.93,2.68,28.35,-41.7879,-1,1998
2206,三陽,199812,26864,19.29,0.262482234698333,1.1863,0.46038,0.05306,0.089068,0.032484,0.034555,0.67863,159.28,103.25,11.99,15.89,1.8,-0.75,-25.1426,-1,1998
2207,和泰,199812,16794,16.34,0.679727951377338,0.79746,0.15035,0.06769,0.12307,0.013929,0.023199,0.81808,149.82,125.39,23.32,6.94,-25.15,7.78,-35.3733,-1,1998
2305,全友,199812,7592,45.15,0.88186650045181,4.9183,2.2792,-0.057309,-0.14212,-0.11221,-0.066069,1.4799,199.82,118.4,2.52,4.87,-333.8,-180.96,-16.8992,-1,1998
2306,宏電,199812,92292,22.47,0.587044704531417,1.2483,0.34379,0.023422,0.050061,0.0094263,0.014691,1.1373,127.1,81.79,8.83,7.42,-39.72,-34.78,191.3663,1,1998
2308,台達電,199812,58030,20.6,0.170708047147859,0.86737,0.44292,0.097233,0.16753,0.085775,0.085529,0.72298,226.62,169.84,8.17,4.35,21.21,-0.74,61.8932,1,1998
2310,旭麗,199812,18849,33.58,0.987982003161633,1.638,0.78458,0.080531,0.1684,0.086352,0.080666,1.0912,165.58,121.75,6.53,7.15,169.24,-59.27,11.2865,1,1998
