split_id,model_name,feature,importance,signed_coefficient,importance_type
4,random_forest,收盤價(元)_年,0.06549489500983685,,tree_feature_importance
4,random_forest,市值(百萬元),0.06478164318102175,,tree_feature_importance
4,random_forest,營業利益成長率,0.06282674174967239,,tree_feature_importance
4,random_forest,股價淨值比,0.06090482993370748,,tree_feature_importance
4,random_forest,應收帳款週轉次,0.059557292860778294,,tree_feature_importance
4,random_forest,存貨週轉率 (次),0.05859358129143338,,tree_feature_importance
4,random_forest,稅後淨利成長率,0.057244389848828466,,tree_feature_importance
4,random_forest,利潤邊際 NPM,0.05499164298868427,,tree_feature_importance
4,random_forest,營業利益率 OPM,0.05437860308348249,,tree_feature_importance
4,random_forest,Unknown masked parameter,0.0538964345897724,,tree_feature_importance
4,random_forest,負債/淨值比,0.05179772936567542,,tree_feature_importance
4,random_forest,流動比率,0.04969484262663352,,tree_feature_importance
5,random_forest,股價營收比,0.09607003405261039,,tree_feature_importance
5,random_forest,股價淨值比,0.08098466848895192,,tree_feature_importance
5,random_forest,收盤價(元)_年,0.07231075434958043,,tree_feature_importance
5,random_forest,速動比率,0.0674353334677204,,tree_feature_importance
5,random_forest,淨值報酬率─稅後,0.063840905005701,,tree_feature_importance
5,random_forest,應收帳款週轉次,0.06189240537610738,,tree_feature_importance
5,random_forest,營業利益成長率,0.059866875003022874,,tree_feature_importance
5,random_forest,Unknown masked parameter,0.058713713939049283,,tree_feature_importance
5,random_forest,資產報酬率 ROA,0.05743338389258272,,tree_feature_importance
5,random_forest,市值(百萬元),0.05728569178393464,,tree_feature_importance
5,random_forest,存貨週轉率 (次),0.056992091651205244,,tree_feature_importance
5,random_forest,利潤邊際 NPM,0.05607134092429305,,tree_feature_importance
5,random_forest,負債/淨值比,0.0542811385587989,,tree_feature_importance
5,random_forest,營業利益率 OPM,0.0529599701029831,,tree_feature_importance
5,random_forest,稅後淨利成長率,0.05283609769506411,,tree_feature_importance
5,random_forest,流動比率,0.05102559570839457,,tree_feature_importance
6,random_forest,股價淨值比,0.08480744005371026,,tree_feature_importance
6,random_forest,股價營收比,0.08114825536160887,,tree_feature_importance
6,random_forest,收盤價(元)_年,0.07519971689050517,,tree_feature_importance
6,random_forest,市值(百萬元),0.06349853933528732,,tree_feature_importance
6,random_forest,速動比率,0.06243336481750132,,tree_feature_importance
6,random_forest,營業利益成長率,0.06210346743252746,,tree_feature_importance
6,random_forest,應收帳款週轉次,0.06149689132910896,,tree_feature_importance
6,random_forest,淨值報酬率─稅後,0.05977917405393207,,tree_feature_importance
6,random_forest,負債/淨值比,0.05866751593478292,,tree_feature_importance
6,random_forest,存貨週轉率 (次),0.05834596013734658,,tree_feature_importance
6,random_forest,資產報酬率 ROA,0.058178186820305296,,tree_feature_importance
6,random_forest,Unknown masked parameter,0.05756200823956594,,tree_feature_importance
6,random_forest,利潤邊際 NPM,0.055061989351617206,,tree_feature_importance
6,random_forest,稅後淨利成長率,0.054572820156546735,,tree_feature_importance
6,random_forest,流動比率,0.05389194751900152,,tree_feature_importance
6,random_forest,營業利益率 OPM,0.05325272256665238,,tree_feature_importance
7,random_forest,股價淨值比,0.08935135361944305,,tree_feature_importance
7,random_forest,股價營收比,0.08069410381605853,,tree_feature_importance
7,random_forest,收盤價(元)_年,0.07365669783486734,,tree_feature_importance
7,random_forest,市值(百萬元),0.06838189611827522,,tree_feature_importance
7,random_forest,應收帳款週轉次,0.06777952414244329,,tree_feature_importance
7,random_forest,營業利益成長率,0.06119660103135105,,tree_feature_importance
7,random_forest,資產報酬率 ROA,0.05814734197938336,,tree_feature_importance
7,random_forest,負債/淨值比,0.05789881688656754,,tree_feature_importance
7,random_forest,存貨週轉率 (次),0.05781364226965678,,tree_feature_importance
7,random_forest,淨值報酬率─稅後,0.05771078686700688,,tree_feature_importance
7,random_forest,利潤邊際 NPM,0.05671729172983029,,tree_feature_importance
7,random_forest,稅後淨利成長率,0.055536876239739554,,tree_feature_importance
7,random_forest,營業利益率 OPM,0.0546496313438158,,tree_feature_importance
7,random_forest,Unknown masked parameter,0.05438847501155327,,tree_feature_importance
7,random_forest,流動比率,0.05306764415982561,,tree_feature_importance
7,random_forest,速動比率,0.053009316950182364,,tree_feature_importance
8,random_forest,股價淨值比,0.08482389503902628,,tree_feature_importance
8,random_forest,股價營收比,0.07739528934713226,,tree_feature_importance
8,random_forest,市值(百萬元),0.06827791488966925,,tree_feature_importance
8,random_forest,收盤價(元)_年,0.06600349287151662,,tree_feature_importance
8,random_forest,應收帳款週轉次,0.0626651115327325,,tree_feature_importance
