stock_id,stock_name,source,dataset,start_date,end_date,success,n_rows,fetch_status,request_budget_status,error_message,saved_path
2308,台達電,finmind,price,2015-01-01,2025-12-31,True,2682,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\2308_price.csv
2308,台達電,finmind,per_pbr,2015-01-01,2025-12-31,True,2684,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\2308_per_pbr.csv
2308,台達電,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\2308_revenue.csv
2308,台達電,finmind,financial_statement,2015-01-01,2025-12-31,True,745,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\2308_financial.csv
2308,台達電,finmind,balance_sheet,2015-01-01,2025-12-31,True,3059,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\2308_balance_sheet.csv
2313,華通,finmind,price,2015-01-01,2025-12-31,True,2682,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\2313_price.csv
2313,華通,finmind,per_pbr,2015-01-01,2025-12-31,True,2684,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\2313_per_pbr.csv
2313,華通,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\2313_revenue.csv
2313,華通,finmind,financial_statement,2015-01-01,2025-12-31,True,689,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\2313_financial.csv
2313,華通,finmind,balance_sheet,2015-01-01,2025-12-31,True,2549,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\2313_balance_sheet.csv
2317,鴻海,finmind,price,2015-01-01,2025-12-31,True,2676,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\2317_price.csv
2317,鴻海,finmind,per_pbr,2015-01-01,2025-12-31,True,2678,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\2317_per_pbr.csv
2317,鴻海,finmind,month_revenue,2015-01-01,2025-12-31,True,132,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\revenue\2317_revenue.csv
2317,鴻海,finmind,financial_statement,2015-01-01,2025-12-31,True,744,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\financials\2317_financial.csv
2317,鴻海,finmind,balance_sheet,2015-01-01,2025-12-31,True,3126,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\balance_sheet\2317_balance_sheet.csv
2324,仁寶,finmind,price,2015-01-01,2025-12-31,True,2682,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\prices\2324_price.csv
2324,仁寶,finmind,per_pbr,2015-01-01,2025-12-31,True,2684,cache_hit,0/80,,C:\Users\user\Documents\project\FineTech\data\external\raw\per_pbr\2324_per_pbr.csv
