stock_id,year,total_assets_million,total_equity_million,total_liabilities_million,share_capital_million
2610,2024,0.1,0.026269999999999998,0.00906,0.01856
2610,2025,0.1,0.0275,0.00882,0.01715
2615,2015,80221185.0,35733130.0,0.055229999999999994,22182975.0
2615,2016,75068685.0,32878688.0,0.05596,22182975.0
2615,2017,0.1,32715443.0,0.056240000000000005,22182975.0
2615,2018,77037350.0,34584452.0,0.054799999999999995,22182975.0
2615,2019,87604252.0,36104182.0,0.05851,22182975.0
2615,2020,0.1,0.04043,0.05932,0.02043
2615,2021,0.1,0.055990000000000005,0.04389,0.009470000000000001
2615,2022,0.1,0.06168,0.03823,0.0074
2615,2023,0.1,0.061649999999999996,0.03824,0.00826
2615,2024,0.1,0.0635,0.0364,0.0068200000000000005
2615,2025,0.1,0.06727,0.1,0.006860000000000001
2618,2015,195406312.0,48858814.0,0.07199,38589450.0
2618,2016,201442778.0,54709273.0,0.06983,40518923.0
2618,2017,0.1,53244262.0,0.0,41734490.0
2618,2018,241193903.0,63582269.0,5.9999999999999995e-05,44051857.0
2618,2019,356251694.0,71252182.0,0.0056,48535695.0
2618,2020,0.1,0.02148,0.00141,0.01473
2618,2021,0.1,0.02633,0.00157,0.01594
2618,2022,0.1,0.02641,0.00442,0.016800000000000002
2618,2023,0.1,0.0294,0.00977,0.01668
2618,2024,0.1,0.03483,0.00824,0.015269999999999999
2618,2025,0.1,0.03791,0.00833,0.0148
2633,2015,506604216.0,,64594473.0,56052930.0
2633,2016,463746536.0,,0.00252,56052930.0
2633,2017,0.1,,0.08675,56282930.0
2633,2018,433057069.0,,0.08397,56282930.0
2633,2019,443059602.0,,0.08395999999999999,56282930.0
2633,2020,0.1,,0.08361,0.01316
2633,2021,0.1,,0.08416,0.01315
2633,2022,0.1,,0.08347,0.01417
2633,2023,0.1,,0.08299,0.01423
2633,2024,0.1,,0.08122,0.01466
2633,2025,0.1,,0.1,0.01478
2801,2015,1906257219.0,129474959.0,0.09320999999999999,84573232.0
2801,2016,1940485737.0,133130477.0,0.093,89647626.0
2801,2017,1983808905.0,,0.09297,94130007.0
2801,2018,2081811670.0,156561631.0,0.09248,97895207.0
